commentary_id,form,exclude_count,boundary_insecure_count,continuation_fragment_count,segmented_fragment_count,complex_logogram_count,cross_script_count,source_override_count,reason_classes,evidence_text
HT115,A-I,1,1,0,0,0,0,0,physical_boundary,.3 *306-TU-JA 1 B.4 A-I-[••] 1 B.4 *634 {*
HT115,GRA-*22M,1,0,0,0,1,0,0,complex_logogram,• I • GRA+*22M {*576}
HT115,KU-TA,1,1,0,0,0,0,0,physical_boundary,4 {* 306 +MI} 1 B.4 KU-TA[ B.5-8 VACANT
HT115,RI-SU-MA,1,1,0,0,0,0,0,physical_boundary,.5 KA-PO-RU 1 A.6 [[RI-SU-MA [ VEST. ]] A.7 [[ S
HT12,*303-E,1,0,0,0,1,0,0,complex_logogram,*303+E {*626}
HT12,MA-RU,1,0,0,0,1,0,0,complex_logogram,MA+RU {*559} • *118 {TALENT}
HT12,OLE-DI,1,0,0,0,1,0,0,complex_logogram,OLE+DI {*608}
HT12,QA-PU,1,0,0,0,1,0,0,complex_logogram,QA +[?]+PU {*510}
HT12,QA-PU-RE,1,0,0,0,1,0,0,complex_logogram,QA +[?]+PU+RE {*511}
HT120,GRA-B,1,0,0,0,1,0,0,complex_logogram,GRA+B {*580}
HT120,GRA-K-L2,1,0,0,0,1,0,0,complex_logogram,GRA+K+L2 {*584}
HT120,GRA-PA,2,0,0,0,2,0,0,complex_logogram,GRA+PA {*574}
HT120,I-GRA-PA,1,0,0,0,1,0,0,complex_logogram,• I GRA+PA {*574}
HT121,OLE-QE-DI,1,0,0,0,1,0,0,complex_logogram,OLE+QE+DI {*623}
HT122,*306-KI-TA,1,1,0,0,0,0,0,physical_boundary,• *346 • VIR[ B.2 ]*306-KI-TA 2 7 [ B.3 ]A-RA-JU-
HT122,A-RA-JU-U-DE-ZA,1,1,0,0,0,0,0,physical_boundary,06-KI-TA 2 7 [ B.3 ]A-RA-JU-U-DE-ZA 2 B.3-4 QA-QA-RU 2
HT122,RA-RI,1,1,0,0,0,0,0,physical_boundary,UMBER FRACTION A.1 ]RA-RI • U-DE-ZA 2 [ A.2 ]
HT123,KA-NA,2,2,0,0,0,0,0,physical_boundary,U-PA-DI-DA J L2 B.4 KA-NA [ B.4-5 ]SI-DU A B. || I-DA J L2 B.4 • B.4 KA-NA[ B.4-5 ]SI-DU B.5 D
HT123,KI-RO,1,1,0,0,0,0,0,physical_boundary,OLIV 16 *308 4 A [ ]KI-RO J E A.6-7 DA-TU OLI
HT123,KU-RO,1,1,0,0,0,0,0,physical_boundary,3 J *308[[•]] A.8-9 KU-RO [ ] 2 5 H KI-RO 6 [
HT123,SI-DU,2,2,0,0,0,0,0,physical_boundary,B.4 KA-NA [ B.4-5 ]SI-DU A B.5 DU-MA-I-NA E || • B.4 KA-NA[ B.4-5 ]SI-DU B.5 DU-MA-I-NA E F 
HT123+124,KA-NA,6,6,0,0,0,0,0,physical_boundary,U-PA-DI-DA J L2 B.4 KA-NA [ B.4-5 ]SI-DU A B. || I-DA J L2 B.4 • B.4 KA-NA[ B.4-5 ]SI-DU B.5 D
HT123+124,KI-RO,3,3,0,0,0,0,0,physical_boundary,OLIV 16 *308 4 A [ ]KI-RO J E A.6-7 DA-TU OLI
HT123+124,KU-RO,4,4,0,0,0,0,0,physical_boundary,3 J *308[[•]] A.8-9 KU-RO [ ] 2 5 H KI-RO 6 [ || A-TA • GRA[] 134 .3 KU-RO [ .4 ]KU[ INFRA MUT
HT123+124,SI-DU,6,6,0,0,0,0,0,physical_boundary,B.4 KA-NA [ B.4-5 ]SI-DU A B.5 DU-MA-I-NA E || • B.4 KA-NA[ B.4-5 ]SI-DU B.5 DU-MA-I-NA E F 
HT124,KA-NA,2,2,0,0,0,0,0,physical_boundary,U-PA-DI-DA J L2 B.4 KA-NA [ B.4-5 ]SI-DU A B. || I-DA J L2 B.4 • B.4 KA-NA[ B.4-5 ]SI-DU B.5 D
HT124,KI-RO,1,1,0,0,0,0,0,physical_boundary,OLIV 16 *308 4 A [ ]KI-RO J E A.6-7 DA-TU OLI
HT124,KU-RO,1,1,0,0,0,0,0,physical_boundary,3 J *308[[•]] A.8-9 KU-RO [ ] 2 5 H KI-RO 6 [
HT124,SI-DU,2,2,0,0,0,0,0,physical_boundary,B.4 KA-NA [ B.4-5 ]SI-DU A B.5 DU-MA-I-NA E || • B.4 KA-NA[ B.4-5 ]SI-DU B.5 DU-MA-I-NA E F 
HT125,GRA-F,1,0,0,0,1,0,0,complex_logogram,GRA+F {*582}
HT125,GRA-PA,1,0,0,0,1,0,0,complex_logogram,GRA+PA {*574}
HT125,OLE-KI,1,0,0,0,1,0,0,complex_logogram,]OLE+KI {*618}
HT125,OLE-MI,1,0,0,0,1,0,0,complex_logogram,]OLE+MI {*622}
HT125,OLE-U,1,0,0,0,1,0,0,complex_logogram,OLE+ U {*610}[
HT125,RE-TA,1,1,0,0,0,0,0,physical_boundary,T. [ B.2 ] 20 B.3 ] RE-TA 2 GRA+PA {*574} 20
HT125,SA-RA,1,1,0,0,0,0,0,physical_boundary,MI {*622} 1 J[ A.4 ]SA-RA 2 GRA 2 A.4 OLE[ ]
HT126,A-NA,1,1,0,0,0,0,0,physical_boundary,A-SI • *318 • [ A.2 A-NA-[•] 1 A.2 U [ A.3 ]
HT127,*629-DA-*47-KU,1,1,0,0,0,0,0,physical_boundary,*304+PA-DA-*47-KU[ {*629-DA-*47-KU[} 1 B.1 ] VEST. [ B
HT127,DU-NE-MI,1,1,0,0,0,0,0,physical_boundary,A.1 ] VEST. [ A.2 ]DU-NE-MI 1 [ A.3 ]*304+PA-DA
HT127,KI-ME,2,0,0,0,2,0,0,complex_logogram,KI+ME {*545} || [[ KI+ME {*545}
HT127,PA-DA-*47-KU,1,1,0,0,0,0,0,physical_boundary,NE-MI 1 [ A.3 ]*304+PA-DA-*47-KU[ {*629-DA-*47-KU[}
HT127,PA-DA-*47-KU-*629-DA-*47-KU,1,0,0,1,0,0,0,segmented_fragment_flattening,]*304+PA-DA-*47-KU[ {*629-DA-*47-KU[}
HT127,VIR-*313C,1,0,0,0,1,0,0,complex_logogram,VIR+*313C {*572}
HT128,GRA-KU,6,0,0,0,6,0,0,complex_logogram,GRA+KU {*579} || GRA + KU {*579} || GRA +KU {*579}
HT128,GRA-PA,1,0,0,0,1,0,0,complex_logogram,GRA+PA {*574}
HT128,MA-RI,1,1,0,0,0,0,0,physical_boundary,GRA+KU {*579} 4 A.4 MA-RI [ INFRA MUTILA B.1
HT128,MI-TA,1,1,0,0,0,0,0,physical_boundary,KU {*579} 12 [ A.3 ]MI-TA GRA+PA {*574} J[ ]
HT129,OLE-DI,1,0,0,0,1,0,0,complex_logogram,OLE+DI {*608}
HT129,OLE-KI,1,0,0,0,1,0,0,complex_logogram,]OLE+KI {*618}
HT130,KU-RO,1,1,0,0,0,0,0,physical_boundary,[ .3 ] RA 2 [ .4 ] KU-RO [ _________________
HT131,PO-TO-KU-RO,1,1,0,0,0,0,0,physical_boundary,_______________ B.4 PO-TO-KU-RO [ ] 452 J[
HT131,VINA-SA,1,0,0,0,1,0,0,complex_logogram,VINA+SA {*589}[
HT133,TE-GRA-DA,1,0,0,0,1,0,0,complex_logogram,TE GRA+DA {*573}
HT135,F-NE,1,1,0,0,0,0,0,physical_boundary,[ A.3 ] 1 A.3 NA-QI F-NE[ A.4 ] MI 2 B.1 ][•
HT135,MI-KA,1,1,0,0,0,0,0,physical_boundary,[ A.2 ]-MI-TU • A.2 MI-KA[ A.3 ] 1 A.3 NA-QI
HT135,MI-TU,1,1,0,0,0,0,0,physical_boundary,NE-MI-NA 10 [ A.2 ]-MI-TU • A.2 MI-KA[ A.3 ]
HT135,NE-MI-NA,1,1,0,0,0,0,0,physical_boundary,SUPRA MUTILA A.1 ] NE-MI-NA 10 [ A.2 ]-MI-TU •
HT135,TA-NE,1,1,0,0,0,0,0,physical_boundary,.4 ] MI 2 B.1 ][••]-TA-NE[ B.2 2 B.3-4 VACANT
HT137,OLE-MI,1,0,0,0,1,0,0,complex_logogram,OLE + MI {*622}
HT139,KA-RA,1,1,0,0,0,0,0,physical_boundary,[ ] 1 .2 OLE J .3 ]KA-RA 2 [ INFRA MUTILA
HT139,PU-MA-KU,1,1,0,0,0,0,0,physical_boundary,UMBER FRACTION .1 ]-PU-MA-KU[ .2 ] GRA [ ] 1 .2
